time_bjd_minus_2450000,relative_flux
1865.1791698,0.8037851901581062
1865.1996034,0.9272567425805937
1865.220037,1.2032281947215617
1865.2404706,1.4365342997950366
1865.2609043,1.5959820406845617
1865.2813379,1.5747513886775875
1865.3017714,1.5019794821093349
1865.3222051,1.414373139441674
1865.3426387,1.330466671972564
1865.3630722,1.27270573174872
1865.3835059,1.2173066653544746
1865.4039395,1.163204302764436
1865.424373,1.1181601231721165
1865.4448067,1.0766040271335058
1865.4652403,1.0427111077501299
1865.485674,1.0178036406568678
1865.5061075,0.9907315650836802
1865.5265411,0.9678498787775801
1865.5469748,0.9452702722359917
1865.5674083,0.9270517968277985
1865.5878419,0.903666119714076
1865.6082756,0.8843007635355177
1865.6287091,0.8760885411662755
1865.6491428,0.866618588140808
1865.6695764,0.8685123532562359
1865.6900099,0.850777508114055
1865.7104436,0.8238800752710926
1865.7308771,0.8018183664924143
1865.7513107,0.7803114865851007
1865.7717444,0.8013015816970164
1865.792178,0.9202122280508843
1865.8126115,1.186850453297934
1865.8534788,1.5707533694445068
1865.8739124,1.570232637545173
1865.894346,1.4682229219171825
1865.9147796,1.3986337375787334
1865.9352133,1.3225009723007544
1865.9556468,1.2627343654528604
1865.9760804,1.2151223247959722
1865.9965141,1.1679062969205265
1866.0169476,1.1299624198198506
1866.0373812,1.0914101792544122
1866.0578149,1.0524755123053948
1866.0782484,1.024773768292329
1866.0986821,0.9926770924904162
1866.1191157,0.9729533102642703
1866.1395492,0.9504559636151259
1866.1599829,0.9307391882013462
1866.1804165,0.9160432945049234
1866.20085,0.8906519026502321
1866.2212837,0.8880225619101476
1866.2417173,0.8917435977179066
1866.2621509,0.8860699332087157
1866.2825845,0.8647289523233677
1866.3030181,0.8477816262828016
1866.3234518,0.8014639638747856
1866.3438853,0.7969223372373315
1866.3643189,0.7963720328794066
1866.3847525,0.9132128207604276
1866.4051861,1.1702536382562545
1866.4256197,1.4222370891530922
1866.4460533,1.5936612027990569
1866.4664869,1.5983945864988913
1866.4869206,1.519469545485705
1866.5073542,1.4344453268982227
1866.5277877,1.3618710877706004
1866.5482214,1.2800059840889337
1866.568655,1.218652826180404
1866.5890885,1.176749439177648
1866.6095222,1.1337779331137736
1866.6299558,1.1004137287378584
1866.6503893,1.063231904388198
1866.670823,1.03419872971164
1866.6912566,1.000921458319297
1866.7116903,0.9789849152474377
1866.7321238,0.9519891529011357
1866.7525574,0.9331597540991096
1866.7729911,0.9172252462489073
1866.7934246,0.9027261017718359
1866.8138582,0.885539626595363
1866.8342919,0.8944580973496424
1866.8547254,0.8853520556717737
1866.875159,0.8702499359651275
1866.8955927,0.8420618657280341
1866.9160263,0.808090497799541
1866.9364599,0.7845994511643148
1866.9568935,0.8051781852414076
1866.9773271,0.898876445170909
1866.9977607,1.1499739433059353
1867.0181943,1.4088475465113068
1867.0386278,1.6004717028436821
1867.0590615,1.6051366090476962
1867.0794951,1.5275941973039164
1867.0999287,1.4440957837411734
1867.1203623,1.3557761818645724
1867.1407959,1.2807489249342112
1867.1612296,1.2172842419435532
1867.1816631,1.178734513726351
1867.2020967,1.145829502100729
1867.2225304,1.1080924606741016
1867.2429639,1.0681297219925459
1867.2633975,1.03305632246796
1867.2838312,1.0046250431743797
1867.3042647,0.9770482247979383
1867.3246984,0.956101500999516
1867.345132,0.9356727898232337
1867.3655655,0.9261215714227283
1867.3859992,0.903458066854338
1867.4064328,0.89186680515947
1867.4268663,0.9081885035221674
1867.4473,0.8857843440439849
1867.4677336,0.8634396738399198
1867.4881672,0.844718488956528
1867.5086008,0.8015599324467819
1867.5290344,0.7769552399369699
1867.5494681,0.7981196436959376
1867.5699017,0.8947135199813886
1867.5903352,1.1242321479743271
1867.6107689,1.3982859697168117
1867.6312025,1.5741858344027955
1867.651636,1.59720256878576
1867.6720697,1.5252042262239311
1867.6925033,1.4528206360662288
1867.7129369,1.3713869107172503
1867.7333705,1.2967014605009344
1867.753804,1.2278575923643482
1867.7742377,1.1792014376630293
1867.8151048,1.1037329300754064
1867.8355385,1.0671070766708342
1867.8559721,1.0418375349865376
1867.8764056,1.0055970716684226
1867.8968393,0.9771022199701256
1867.9172729,0.9575115029128476
1867.9377066,0.9487417228822839
1867.9581401,0.920034260437903
1867.9785737,0.8983715705724735
1867.9990074,0.883958751827729
1868.0194409,0.8771139130997552
1868.0398745,0.8772916584962627
1868.0603082,0.8793869166870779
1868.0807417,0.8479378078139937
1868.1011753,0.8218186637563065
1868.121609,0.7934507956952621
1868.1420426,0.7911812746331867
1868.1624762,0.8705144810040895
1868.1829098,1.1148180711704472
1868.2033434,1.3745482840433705
1868.223777,1.5791086045088272
1868.2442106,1.6202424261007533
1868.2646442,1.530805450923755
1868.2850779,1.431146194196323
1868.3055114,1.3576755594274899
1868.3259451,1.2925043100837577
1868.3463787,1.2425789724833467
1868.3668122,1.181680312544786
1868.3872459,1.151341078350201
1868.4076794,1.1057781395665
1868.428113,1.06889734908117
1868.4485467,1.0406291808044112
1868.4689802,1.0013087239655858
1868.4894138,0.9801307168510728
1868.5098475,0.9556260941393725
1868.530281,0.9344498529060973
1868.5507147,0.9197885522215976
1868.5711483,0.8966851965197752
1868.5915818,0.8853765191910954
1868.6120155,0.8875810062620808
1868.6324491,0.883389026236758
1868.6528827,0.8773320602004389
1868.6733163,0.8503466399817472
1868.6937499,0.8138193279585109
1868.7141836,0.7887366108946744
1868.7346171,0.7859447187480989
1868.7550507,0.8479768576922632
1868.7754844,1.0681887506533567
1868.795918,1.346529895468682
1868.8163515,1.5481320440924144
1868.8367852,1.6045453637852733
1868.8572188,1.5401960313416443
1868.8776523,1.4514029451307773
1868.898086,1.3648345252450436
1868.9185196,1.3052448850878753
1868.9389533,1.231822124225427
1868.9593868,1.1848844500323727
1868.9798204,1.140764506044351
1869.0002541,1.0898833048903411
1869.0206876,1.0312500912821483
