absolute_frequency_residual,alias_advisory_participation,center_is_dominant,center_is_reference,co_source_peak_id,combination_relationship_id,confidence_class,confidence_numeric_projection,denominator,display_in_panel,divisor_order,edge_id,edge_type,harmonic_order,inverse_relationship_reference,modulation_frequency_candidate,normalized_resolution_residual,numerator,offset,offset_asymmetry,original_relationship_id,participant_power_ratio,predicted_frequency,primary_structural_sideband_selected,projection_role,ratio,relationship_fingerprint,relationship_similarity_weight,relative_frequency_residual,semantic_fingerprint,sideband_relationship_id,sideband_role,source_node_id,target_node_id
0.010000000000000009,True,,,retained_peak:observation:4a4591056283a9debf557521:0026,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0005,HIGH,1.0,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0005:HIGH_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0005,DIFFERENCE_COMBINATION,,,,0.08970352600000078,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0005,,1.516105398131161,,HIGH_SOURCE,,d7efe059f2a0de74124090d068a252dcb7b3e324abfd95d3c55458bcca8d0e6a,0.9176807967858216,0.006595847500000057,1e2e7e6fd5fe93d4214be51e14ff6cd8fa98dfcf473c7f0246c30b32ac3cd615,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0005
,False,True,False,,,HIGH,1.0,,NO,,edge:SIDEBAND_PAIR:sideband:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004:LEFT:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0005,SIDEBAND_PAIR,,,0.15606967333703126,0.0,,0.15606967333703126,0.0,sideband:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004,,,False,LEFT,,c2f3568bce050ad6be504f178e2292c3d28fd7e79f3ba64aa20fae1a1c2b3fad,1.0,,493f65b521f42e623dff3242209b660bd7f478b0b806c45fe1a7dab027222b59,sideband:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004,LEFT,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0005
0.014591335239151348,False,,,,,HIGH,1.0,,NO,,edge:HARMONIC:harmonic:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0006:4:BASE_TO_TARGET:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0006,HARMONIC,4,,,0.13088942199999393,,,,harmonic:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0006:4,0.03482472489309355,6.728700285872769,,BASE_TO_TARGET,,7ba0eed84623851da1ccbcfcac19a9f031fa0f3127cab910e1e2689fc34b8435,0.8842597521440124,0.002168522094792446,21b12ce2c6091e266953d326117dde67eb3a3a02412d6ee74334136777ea395a,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0006
0.012295667619575568,False,,,retained_peak:observation:4a4591056283a9debf557521:0003,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0003:retained_peak:observation:4a4591056283a9debf557521:0006,HIGH,1.0,,NO,,edge:SUM_COMBINATION:sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0003:retained_peak:observation:4a4591056283a9debf557521:0006:SOURCE_A:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0006,SUM_COMBINATION,,,,0.11029647399999636,,,,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0003:retained_peak:observation:4a4591056283a9debf557521:0006,,6.730995953492345,,SOURCE_A,,9e98ce6997cab177046ba1bcea369d9387daa46c9063839a756d1f6115d007ea,0.9006603402038754,0.0018267233711819451,3ad0f3242ac3471101fd91c76a4e6cf0a52dfda24f8ae37351c0371dc7477f23,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0006
0.009999999999999787,False,,,retained_peak:observation:4a4591056283a9debf557521:0010,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0010:retained_peak:observation:4a4591056283a9debf557521:0006,HIGH,1.0,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0010:retained_peak:observation:4a4591056283a9debf557521:0006:LOW_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0006,DIFFERENCE_COMBINATION,,,,0.08970352599999878,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0010:retained_peak:observation:4a4591056283a9debf557521:0006,,6.7332916211119205,,LOW_SOURCE,,d7ba70c4ca21956885c533154524a9c6e844b59728e3b36a7dbacb9776692c3b,0.9176807967858234,0.0014851577152317679,15e89e1f6f7df8f2cf27b9b8a9b98a2428437fcaa212b5c2f489c26e5e5ae1af,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0006
0.012295667619576012,False,,,retained_peak:observation:4a4591056283a9debf557521:0004,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004:retained_peak:observation:4a4591056283a9debf557521:0007,HIGH,1.0,,NO,,edge:SUM_COMBINATION:sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004:retained_peak:observation:4a4591056283a9debf557521:0007:SOURCE_A:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0007,SUM_COMBINATION,,,,0.11029647400000034,,,,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0004:retained_peak:observation:4a4591056283a9debf557521:0007,,3.5204198162734155,,SOURCE_A,,a66f688898f190aec155fc294bf821de2baa0eb7117b594428e431ca44cebe54,0.9006603402038722,0.003492670835091408,a096c9a26fea2d0baa5b877c090075d4e42a6592fdefe20ae5e1e97867b3ce9a,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0007
0.010000000000000231,False,,,retained_peak:observation:4a4591056283a9debf557521:0014,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0014:retained_peak:observation:4a4591056283a9debf557521:0007,HIGH,1.0,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0014:retained_peak:observation:4a4591056283a9debf557521:0007:LOW_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0007,DIFFERENCE_COMBINATION,,,,0.08970352600000277,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0014:retained_peak:observation:4a4591056283a9debf557521:0007,,3.5227154838929913,,LOW_SOURCE,,4d157eded2ae3261de130443e21acc3eef1fd7f83542162df8ffe35f47e47438,0.9176807967858199,0.0028387191772152776,f86ae58ff9fe374e3684a5062129a21deb0a58795bc00e1519e62c5d56f9eb50,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0007
0.010000000000000675,False,,,retained_peak:observation:4a4591056283a9debf557521:0005,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0008,HIGH,1.0,,NO,,edge:SUM_COMBINATION:sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0008:SOURCE_A:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,SUM_COMBINATION,,,,0.08970352600000675,,,,sum:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0005:retained_peak:observation:4a4591056283a9debf557521:0008,,3.2082804695993534,,SOURCE_A,,15b08155c6ce30dd9e9c58e3c99696f05770ccf3cfec4e2ab65c7c0ac655a2ad,0.9176807967858166,0.003116934474637582,bf816eaebfa29dbeaf10649368aa5576dcfa81ccec847c03ac9a700186c86097,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0008
0.012295667619575568,False,,,retained_peak:observation:4a4591056283a9debf557521:0012,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0012:retained_peak:observation:4a4591056283a9debf557521:0008,HIGH,1.0,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0012:retained_peak:observation:4a4591056283a9debf557521:0008:LOW_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,DIFFERENCE_COMBINATION,,,,0.11029647399999636,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0012:retained_peak:observation:4a4591056283a9debf557521:0008,,3.2105761372189283,,LOW_SOURCE,,41c9240e2914d097dce2aa42cf05f5cc681be298970f2450f10ef4b380fb2060,0.9006603402038754,0.00382973868055543,31f5c3ff37e18a46620da55815a62cf1880156b107bcc1b8928fbfd05a7db069,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0008
,True,True,False,,,HIGH,1.0,,NO,,edge:SIDEBAND_PAIR:sideband:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008:RIGHT:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,SIDEBAND_PAIR,,,1.5161053981311607,3.9836367982104856e-15,,1.5161053981311605,4.440892098500626e-16,sideband:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,,,False,RIGHT,,992c2460c4f3b80b36e96d2a3b0633b2685bbeb0fe286241e6901921e54ede04,0.999999999999996,,f84843708565b5cb48553cd69a4fa254c0b39ae00a875fd5d77102ece6e9bfc5,sideband:retained_peak:observation:4a4591056283a9debf557521:0026:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,RIGHT,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0008
,False,True,False,,,LOW,0.25,,NO,,edge:SIDEBAND_PAIR:sideband:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008:RIGHT:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,SIDEBAND_PAIR,,,1.460366229082221,0.9999999999999957,,1.5161053981311605,0.11147833809787899,sideband:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,,,False,RIGHT,,5ddf3bb83f2b5047598b7a35f94b6430fd041a15925ac86fac6f0740540366cd,0.5000000000000011,,633fd3fae204d0e79a664349f294d71c90dec847a916b0c21fd656c4f8f46c16,sideband:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0008,RIGHT,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0008
0.010000000000000231,False,,,retained_peak:observation:4a4591056283a9debf557521:0015,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0015:retained_peak:observation:4a4591056283a9debf557521:0009,HIGH,1.0,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0015:retained_peak:observation:4a4591056283a9debf557521:0009:LOW_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0009,DIFFERENCE_COMBINATION,,,,0.08970352600000277,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0015:retained_peak:observation:4a4591056283a9debf557521:0009,,1.2931487219354016,,LOW_SOURCE,,04e9c66ddb847fdc7164035beab6e3bdaaf3849c21b03ef3dbd1b3216694b420,0.9176807967858199,0.007733062586207137,302c9817820ac33dd281fc4e592371d7f1220111743eb5696ad916f7ec8bdcd3,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0009
0.10147833809787965,False,,,retained_peak:observation:4a4591056283a9debf557521:0041,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0009,LOW,0.25,,NO,,edge:DIFFERENCE_COMBINATION:difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0009:HIGH_SOURCE:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0009,DIFFERENCE_COMBINATION,,,,0.9102964740000008,,,,difference:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0041:retained_peak:observation:4a4591056283a9debf557521:0009,,1.4046270600332815,,HIGH_SOURCE,,93fcae2662194722baa161d3b86d616bd6c71f71bbe2c1622ebf77f33f6c17fd,0.5234789539793704,0.07224575190476197,19e48ace2cbc0bac3e0c930275cca584bc387da3d929ce12ea9e7d025257a2e8,,,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0009
,False,True,False,,,HIGH,1.0,,NO,,edge:SIDEBAND_PAIR:sideband:retained_peak:observation:4a4591056283a9debf557521:0009:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0011:LEFT:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0009,SIDEBAND_PAIR,,,0.39017418334257803,0.19999999999999515,,0.37902634953279035,0.022295667619575354,sideband:retained_peak:observation:4a4591056283a9debf557521:0009:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0011,,,False,LEFT,,0af8a9d4ebab87cce2798215bfd6dbc8fac0d1f23dcc6fff919111763897e866,0.8333333333333368,,3127e47227feaaf9f2e757709e31b55901451191b43e7d16977b22ce27b00be5,sideband:retained_peak:observation:4a4591056283a9debf557521:0009:retained_peak:observation:4a4591056283a9debf557521:0001:retained_peak:observation:4a4591056283a9debf557521:0011,LEFT,node:retained_peak:observation:4a4591056283a9debf557521:0001,node:retained_peak:observation:4a4591056283a9debf557521:0009
